-0.0116,51.53746,0
-0.0116233,51.5374633,0
-0.011673,51.5375104,0
-0.0118017,51.5375971,0
-0.01193,51.53771,0
-0.01208,51.53787,0
-0.01194,51.53813,0
-0.01189,51.53814,0
-0.01162,51.5382,0
-0.010218,51.5385202,0
-0.00991,51.53864,0
-0.00951,51.53885,0
-0.00927,51.53903,0
-0.0092,51.53924,0
-0.00933,51.53952,0
-0.00946,51.53998,0
-0.01,51.54053,0
-0.01017,51.54069,0
-0.01057,51.54084,0
-0.01095,51.541,0
-0.01119,51.5411,0
-0.01142,51.5411,0
-0.01153,51.54102,0
-0.01248,51.5409,0
-0.01241,51.54118,0
-0.01169,51.54139,0
-0.01152,51.54139,0
-0.01142,51.54134,0
-0.01132,51.54126,0
-0.0101,51.54077,0
-0.00964,51.54063,0
-0.00868,51.54034,0
-0.00769,51.53945,0
-0.00767,51.53941,0
-0.00767,51.53932,0
-0.00768,51.53913,0
-0.00824,51.53841,0
-0.00862,51.53809,0
-0.00902,51.53777,0
-0.00955,51.53744,0
-0.01022,51.537,0
-0.01038,51.53699,0
-0.0105625,51.5370399,0
-0.0107181,51.5371367,0
-0.0108629,51.5372701,0
-0.0110078,51.5373936,0
-0.01106,51.53746,0
-0.0112385,51.5374837,0
-0.0114155,51.5374837,0
-0.0116,51.53746,0
