PointNo_,X,Y,Z,grad,angle,turn,d,Distance
35,138.843374555807,27.3393945827493,9.15343902439024,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1918
35,139.392956307874,26.7695941040178,9.14848780487805,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1919
35,139.942538059941,26.1997936252863,9.14353658536585,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1920
35,140.492119812008,25.6299931465548,9.13858536585366,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1921
35,141.041701564074,25.0601926678233,9.13363414634146,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1922
35,141.591283316141,24.4903921890918,9.12868292682927,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1923
35,142.140865068208,23.9205917103603,9.12373170731707,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1924
35,142.690446820275,23.3507912316288,9.11878048780488,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1925
35,143.240028572342,22.7809907528973,9.11382926829268,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1926
35,143.789610324409,22.2111902741658,9.10887804878049,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1927
35,144.339192076475,21.6413897954343,9.10392682926829,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1928
35,144.888773828542,21.0715893167028,9.0989756097561,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1929
35,145.438355580609,20.5017888379713,9.0940243902439,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1930
35,145.987937332676,19.9319883592398,9.08907317073171,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1931
35,146.537519084743,19.3621878805083,9.08412195121951,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1932
35,147.08710083681,18.7923874017768,9.07917073170731,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1933
35,147.636682588876,18.2225869230453,9.07421951219512,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1934
35,148.186264340943,17.6527864443138,9.06926829268292,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1935
35,148.73584609301,17.0829859655823,9.06431707317073,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1936
35,149.285427845077,16.5131854868508,9.05936585365853,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1937
35,149.835009597144,15.9433850081193,9.05441463414634,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1938
35,150.384591349211,15.3735845293878,9.04946341463414,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1939
35,150.934173101278,14.8037840506564,9.04451219512195,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1940
35,151.483754853344,14.2339835719249,9.03956097560975,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1941
35,152.033336605411,13.6641830931934,9.03460975609756,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1942
35,152.582918357478,13.0943826144619,9.02965853658536,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1943
35,153.132500109545,12.5245821357304,9.02470731707317,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1944
35,153.682081861612,11.9547816569989,9.01975609756097,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1945
35,154.231663613679,11.3849811782674,9.01480487804878,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1946
35,154.781245365745,10.8151806995359,9.00985365853658,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1947
35,155.330827117812,10.2453802208044,9.00490243902439,-0.00495121951219524,-0.283685140569753,46.0347866140216,1,1948
35,155.880408869879,9.67557974207287,8.99995121951219,-0.00495121951219168,-0.28368514056955,46.0347866140216,1,1949
35,156.429990621946,9.10577926334137,8.995,0.0160357142857137,0.918818131033636,46.0347866140216,1,1950
35,156.979572374013,8.53597878460987,9.01103571428571,0.0160357142857137,0.918818131033636,46.0347866140216,1,1951
35,157.52915412608,7.96617830587838,9.02707142857143,0.0160357142857137,0.918818131033636,46.0347866140216,1,1952
35,158.078735878146,7.39637782714688,9.04310714285714,0.0160357142857137,0.918818131033636,46.0347866140216,1,1953
35,158.628317630213,6.82657734841538,9.05914285714285,0.0160357142857137,0.918818131033636,46.0347866140216,1,1954
35,159.17789938228,6.25677686968389,9.07517857142857,0.0160357142857137,0.918818131033636,46.0347866140216,1,1955
35,159.727481134347,5.68697639095239,9.09121428571428,0.0160357142857137,0.918818131033636,46.0347866140216,1,1956
35,160.277062886414,5.11717591222089,9.10725,0.0160357142857137,0.918818131033636,46.0347866140216,1,1957
35,160.826644638481,4.5473754334894,9.12328571428571,0.0160357142857137,0.918818131033636,46.0347866140216,1,1958
35,161.376226390548,3.9775749547579,9.13932142857142,0.0160357142857137,0.918818131033636,46.0347866140216,1,1959
35,161.925808142614,3.4077744760264,9.15535714285714,0.0160357142857137,0.918818131033636,46.0347866140216,1,1960
35,162.475389894681,2.8379739972949,9.17139285714285,0.0160357142857137,0.918818131033636,46.0347866140216,1,1961
35,163.024971646748,2.26817351856341,9.18742857142856,0.0160357142857137,0.918818131033636,46.0347866140216,1,1962
35,163.574553398815,1.69837303983191,9.20346428571428,0.0160357142857137,0.918818131033636,46.0347866140216,1,1963
35,164.124135150882,1.12857256110041,9.21949999999999,0.0160357142857137,0.918818131033636,46.0347866140216,1,1964
35,164.673716902949,0.558772082368916,9.2355357142857,0.0160357142857137,0.918818131033636,46.0347866140216,1,1965
35,165.223298655015,-0.0110283963625806,9.25157142857142,0.0160357142857137,0.918818131033636,46.0347866140216,1,1966
35,165.772880407082,-0.580828875094078,9.26760714285713,0.0160357142857137,0.918818131033636,46.0347866140216,1,1967
35,166.322462159149,-1.15062935382557,9.28364285714285,0.0160357142857137,0.918818131033636,46.0347866140216,1,1968
35,166.872043911216,-1.72042983255707,9.29967857142856,0.0160357142857137,0.918818131033636,46.0347866140216,1,1969
35,167.421625663283,-2.29023031128857,9.31571428571427,0.0160357142857137,0.918818131033636,46.0347866140216,1,1970
35,167.97120741535,-2.86003079002007,9.33174999999999,0.0160357142857137,0.918818131033636,46.0347866140216,1,1971
35,168.520789167416,-3.42983126875156,9.3477857142857,0.0160357142857137,0.918818131033636,46.0347866140216,1,1972
35,169.070370919483,-3.99963174748306,9.36382142857141,0.0160357142857137,0.918818131033636,46.0347866140216,1,1973
35,169.61995267155,-4.56943222621456,9.37985714285713,0.0160357142857137,0.918818131033636,46.0347866140216,1,1974
35,170.169534423617,-5.13923270494605,9.39589285714284,0.0160357142857137,0.918818131033636,46.0347866140216,1,1975
35,170.719116175684,-5.70903318367755,9.41192857142856,0.0160357142857137,0.918818131033636,46.0347866140216,1,1976
35,171.268697927751,-6.27883366240905,9.42796428571427,0.0160357142857315,0.918818131034654,46.0347866140612,1,1977
