0,-0.0116,51.53746,9.5,-0.515845739,0.261457581,0,1.435001045,20.12637841,0.01426957,0.817530671
1,-0.0116153,51.5374687,9.521841775,-1.575233331,1.229406924,1.435001045,1.530654007,20.12637841,0.014654297,0.8395693
2,-0.011630457,51.53747867,9.544272434,-2.62471394,2.338918566,2.965655052,1.530654007,NaN,0.014081972,0.806784209
3,-0.011644837,51.53748911,9.56582706,-3.620424841,3.500616936,4.496309058,1.530654007,NaN,0.013522293,0.774723127
4,-0.011658874,51.53749977,9.586525013,-4.592340504,4.686580644,6.026963065,1.530654007,NaN,0.010586415,0.606534213
5,-0.011673,51.5375104,9.606385652,-5.570435401,5.868888298,7.557617071,1.876049604,NaN,0.012381647,0.709379889
6,-0.011690898,51.53752311,9.629614236,-6.809736496,7.282836568,9.433666675,1.876049604,NaN,0.01174568,0.672946971
7,-0.011709348,51.53753551,9.651649715,-8.087199372,8.662645639,11.30971628,1.876049604,NaN,0.011128713,0.63760199
8,-0.011728115,51.53754773,9.672527734,-9.386674863,10.0216127,13.18576588,1.876049604,NaN,0.010530746,0.60334502
9,-0.011746968,51.53755987,9.692283936,-10.6920138,11.37303492,15.06181549,1.876049604,NaN,0.009951779,0.570176128
10,-0.011765671,51.53757207,9.710953968,-11.98706702,12.7302095,16.93786509,1.876049604,NaN,0.009391812,0.538095375
11,-0.011783993,51.53758444,9.728573473,-13.25568535,14.10643362,18.8139147,1.876049604,NaN,0.008634187,0.494690209
12,-0.0118017,51.5375971,9.745178097,-14.48171964,15.51500446,20.6899643,1.92312526,NaN,0.00832249,0.476832524
13,-0.011819039,51.53761047,9.761183288,-15.68231323,17.00266945,22.61308956,1.92312526,NaN,0.00780739,0.447321414
14,-0.011835661,51.5376242,9.776197877,-16.83317582,18.5301644,24.53621482,1.92312526,NaN,0.007312256,0.418953941
15,-0.011851737,51.53763821,9.790260261,-17.94629419,20.08935595,26.45934008,1.92312526,NaN,0.006837087,0.391730145
16,-0.011867441,51.53765244,9.803408836,-19.03365513,21.67211074,28.38246534,1.92312526,NaN,0.006381884,0.365650061
17,-0.011882946,51.53766681,9.815681999,-20.10724541,23.27029541,30.3055906,1.92312526,NaN,0.005946646,0.34071372
18,-0.011898426,51.53768124,9.827118145,-21.17905183,24.87577659,32.22871586,1.92312526,NaN,0.005531374,0.31692115
19,-0.011914053,51.53769566,9.83775567,-22.26106116,26.48042091,34.15184112,1.92312526,NaN,0.005271819,0.302050187
20,-0.01193,51.53771,9.84763297,-23.36526019,28.07609503,36.07496638,1.873603786,NaN,0.004765389,0.273034611
21,-0.011945945,51.53772385,9.856561421,-24.4692634,29.61687423,37.94857017,1.873603786,NaN,0.004418663,0.253169105
22,-0.011962125,51.53773762,9.864840245,-25.58960471,31.14935423,39.82217395,1.873603786,NaN,0.004090888,0.234389299
23,-0.011978309,51.53775139,9.872504948,-26.71018321,32.68146991,41.69577774,1.873603786,NaN,0.003782063,0.216695208
24,-0.011994264,51.53776523,9.879591035,-27.81489798,34.22115614,43.56938153,1.873603786,NaN,0.003492188,0.200086843
25,-0.012009757,51.53777921,9.886134012,-28.88764811,35.77634778,45.44298531,1.873603786,NaN,0.003221264,0.184564212
26,-0.012024556,51.5377934,9.892169385,-29.91233269,37.35497972,47.3165891,1.873603786,NaN,0.002969291,0.170127325
27,-0.012038428,51.53780787,9.89773266,-30.87285081,38.96498682,49.19019288,1.873603786,NaN,0.002736268,0.156776188
28,-0.012051142,51.53782269,9.902859341,-31.75310154,40.61430395,51.06379667,1.873603786,NaN,0.002522195,0.144510808
29,-0.012062463,51.53783794,9.907584935,-32.53698397,42.31086598,52.93740046,1.873603786,NaN,0.002327072,0.133331188
30,-0.01207216,51.53785369,9.911944946,-33.2083972,44.06260779,54.81100424,1.873603786,NaN,0.002113492,0.121093983
31,-0.01208,51.53787,9.915974882,-33.75124031,45.87746424,56.68460803,1.906766464,39.14842745,0.0019924,0.114155988
32,-0.012085879,51.53788722,9.919773924,-34.15832264,47.79345666,58.59137449,1.906766464,39.14842745,0.001852023,0.106113005
33,-0.012089633,51.53790496,9.9233053,-34.41817524,49.76750794,60.49814096,1.906766464,39.14842745,0.001731274,0.099194572
34,-0.012091297,51.53792309,9.926606435,-34.53340605,51.78409001,62.40490742,1.906766464,39.14842745,0.001630151,0.09340069
35,-0.01209091,51.53794146,9.929714752,-34.50662303,53.82767482,64.31167389,1.906766464,39.14842745,0.001548656,0.088731359
36,-0.01208851,51.53795993,9.932667677,-34.34043414,55.8827343,66.21844035,1.906766464,39.14842745,0.001486787,0.085186582
37,-0.012084135,51.53797836,9.935502633,-34.03744734,57.9337404,68.12520681,1.906766464,39.14842745,0.001444546,0.082766358
38,-0.012077821,51.53799662,9.938257046,-33.60027059,59.96516504,70.03197328,1.906766464,39.14842745,0.001421933,0.081470689
39,-0.012069607,51.53801456,9.940968339,-33.03151184,61.96148017,71.93873974,1.906766464,39.14842745,0.001418946,0.081299574
40,-0.01205953,51.53803205,9.943673938,-32.33377905,63.90715773,73.84550621,1.906766464,39.14842745,0.001435587,0.082253013
41,-0.012047628,51.53804895,9.946411267,-31.50968017,65.78666965,75.75227267,1.906766464,39.14842745,0.001471855,0.084331006
